error,delta_error,delta_pwm
4.1877,0.8178,-1490
4.2977,1.7314,-1533
4.4177,2.2245,-1559
4.4177,0.8898,-1607
4.4177,0.3559,-1547
4.4177,0.1424,-1541
4.4177,0.0569,-1541
4.4177,0.0228,-1541
4.4177,0.0091,-1541
4.3077,-1.4311,-533
4.3077,-0.5725,-1318
4.3077,-0.2290,-1430
4.4077,1.1850,-1630
4.3977,0.3463,-1540
4.3977,0.1385,-1534
4.4077,0.1831,-1538
4.4177,0.2009,-1542
4.4177,0.0804,-1541
4.4177,0.0321,-1541
4.4177,0.0129,-1541
4.4177,0.0051,-1541
4.1877,-2.9341,-137
3.9577,-4.1098,84
3.7277,-3.8344,0
3.7277,-1.5338,0
3.7277,-0.6135,-1183
3.7377,-0.1177,-1361
3.7377,-0.0471,-1384
3.7477,0.0764,-1400
3.8577,1.4653,-1400
3.8577,0.5861,-1400
3.8577,0.2345,-1400
3.7477,-1.3105,-536
3.7477,-0.5242,-1219
3.7577,-0.0792,-1373
3.8677,1.3726,-1400
4.0401,2.7499,-1415
4.2225,3.4285,-1476
4.3049,2.4233,-1513
4.2553,0.4893,-1496
4.3377,1.2476,-1586
4.4101,1.4233,-1604
4.4825,1.4936,-1629
4.4221,0.0222,-1542
4.2753,-1.9059,-231
4.1177,-2.7743,-90
3.9801,-2.8663,0
3.9425,-1.6265,0
3.8921,-1.1306,-823
3.8553,-0.9322,-1010
4.0377,1.9556,-1416
4.2201,3.1108,-1476
4.3025,2.2962,-1515
4.2521,0.4385,-1493
4.2153,-0.3046,-1374
4.3977,2.2067,-1552
4.4701,1.8069,-1599
4.5525,1.7747,-1633
4.5021,0.2299,-1570
4.6853,2.4815,-1640
4.8677,3.3211,-1687
5.0601,3.7846,-1750
5.0225,1.0338,-1929
4.6321,-3.3046,-377
4.2653,-6.1062,820
3.8977,-7.1352,1400
3.8601,-3.3341,0
3.8125,-1.9413,0
3.8721,-0.2089,-1331
3.9453,0.8712,-1400
4.1377,2.8047,-1449
4.2101,2.0461,-1486
4.2825,1.7427,-1526
4.2421,0.3123,-1486
4.2053,-0.3551,-1355
4.1577,-0.7497,-1188
4.1201,-0.7799,-1157
4.0825,-0.7920,-1134
4.0321,-0.7968,-1109
4.0053,-0.6683,-1161
3.9677,-0.7473,-1121
3.9301,-0.7789,-1104
3.6725,-3.6001,0
3.4121,-3.9200,0
3.1553,-4.9176,544
3.1077,-2.5747,0
2.8301,-4.5737,372
2.5625,-5.2457,690
2.3049,-5.3868,750
2.2753,-2.4410,0
2.2753,-0.9764,-977
2.2853,-0.2629,-1297
2.2853,-0.1052,-1357
2.2753,-0.1373,-1345
2.2753,-0.0549,-1378
2.2753,-0.0220,-1391
2.2753,-0.0088,-1396
2.2753,-0.0035,-1399
2.2753,-0.0014,-1399
2.2753,-0.0006,-1400
2.2853,0.1274,-1400
2.3953,1.4552,-1400
2.5053,1.9863,-1400
2.6153,1.8422,-1400
2.6153,0.7369,-1400
2.6153,0.2947,-1400
2.3953,-2.6906,0
2.1653,-4.0124,12
1.9353,-4.5411,420
1.9353,-1.8165,155
1.8153,-2.2585,387
1.5953,-3.7119,684
1.3753,-4.2933,880
1.2553,-2.8602,958
1.1353,-2.7093,1021
1.0253,-2.4880,1072
0.9153,-2.3994,1117
0.9153,-0.9598,86
0.9153,-0.3839,-268
0.5753,-4.5883,1230
0.2353,-6.1758,1303
-0.1047,-6.8107,1455
-0.1147,-2.8520,1400
-0.1147,-1.1408,1005
-0.2247,-1.8911,1400
-0.3347,-2.1607,1400
-0.0947,2.1996,-1368
0.2453,5.2202,-1534
0.4753,5.0243,-1635
0.3653,0.9452,-809
0.2453,-1.1538,722
0.2453,-0.4615,193
0.2353,-0.3123,88
0.2353,-0.1249,-73
0.2453,0.0805,-209
0.2453,0.0322,-209
0.2453,0.0129,-209
0.2453,0.0052,-209
0.4653,2.0973,-1400
0.6853,3.7085,-1400
0.8953,4.1642,-1470
1.0253,3.3253,-1400
1.1453,2.8620,-1400
1.2653,2.2877,-1400
1.4853,3.7846,-1400
1.4853,1.5139,-1400
1.4853,0.6055,-1015
1.5953,1.6465,-1400
1.9353,3.8967,-1400
2.1553,4.4282,-1578
2.0453,0.3670,-1400
1.9353,-1.2574,-467
1.9453,-0.3753,-1108
1.9453,-0.1501,-1187
1.9553,0.0704,-1365
2.1653,2.7090,-1400
2.3853,3.8921,-1400
2.4853,2.8334,-1400
2.3753,-0.2709,-1296
2.2753,-1.0761,-886
2.2753,-0.4304,-1238
2.2753,-0.1722,-1331
2.2753,-0.0689,-1372
2.4953,2.0677,-1400
2.7253,3.8271,-1400
2.9453,4.3393,-1522
2.9553,1.8634,-1400
3.0553,2.0220,-1400
3.1653,2.2130,-1400
3.2753,1.9497,-1400
3.2853,0.9076,-1400
3.4053,1.8949,-1400
3.5153,2.1622,-1400
3.6253,1.9125,-1400
3.6253,0.7650,-1400
3.6253,0.3060,-1400
3.6253,0.1224,-1400
3.6253,0.0490,-1400
3.6253,0.0196,-1400
3.6253,0.0078,-1400
3.6253,0.0031,-1400
3.5153,-1.4030,-316
3.3953,-2.0931,0
3.2853,-1.8849,0
3.6153,3.5504,-1400
3.9553,5.7606,-2125
4.2953,6.6447,-2716
4.2953,2.6579,-1506
4.1853,0.0155,-1463
4.0753,-1.4286,-327
3.9653,-1.9757,0
4.0753,0.6140,-1431
4.1853,1.6498,-1487
4.2953,1.7076,-1533
4.2953,0.6830,-1524
4.4053,1.6775,-1581
4.5253,2.2029,-1598
4.6353,2.2854,-1632
4.7553,2.0570,-1686
4.9753,3.6924,-1722
5.1953,4.2855,-1795
5.3053,3.1184,-1831
5.3053,1.2474,-1988
5.3053,0.4990,-1833
5.3053,0.1996,-1831
5.3053,0.0798,-1831
5.1953,-1.3723,-1004
5.0853,-1.9532,-615
5.0853,-0.7813,-1533
5.1953,1.1223,-1984
5.3053,1.8532,-1879
5.3053,0.7413,-1889
5.1953,-1.1077,-1483
4.9753,-2.5383,-526
4.6353,-5.4501,340
4.4053,-5.1162,342
4.2953,-3.4507,-201
4.2953,-1.3803,-657
4.4053,0.4955,-1551
4.5253,1.7634,-1623
4.6353,2.1096,-1641
4.6353,0.8438,-1689
4.5253,-1.0667,-1193
4.4153,-1.4743,-455
4.3053,-2.0245,-244
4.3053,-0.8098,-1224
4.3053,-0.3239,-1399
4.3153,-0.0019,-1506
4.3153,-0.0008,-1507
4.3153,-0.0003,-1507
4.3053,-0.1278,-1461
4.3053,-0.0511,-1486
4.2953,-0.1481,-1451
4.2953,-0.0592,-1480
4.2953,-0.0237,-1492
4.2953,-0.0095,-1497
4.3429,0.6039,-1536
4.2705,-0.6827,-1263
4.2109,-0.8407,-1167
4.0077,-2.9867,-6
3.9253,-2.2466,0
3.7329,-3.3548,0
3.6705,-2.1385,0
3.6109,-1.4230,-259
3.5377,-1.5240,0
3.4653,-1.5339,0
3.3929,-1.5378,0
3.4305,-0.1351,-1354
3.4681,0.4260,-1400
3.5077,0.5536,-1400
3.5453,0.7014,-1400
3.9229,5.1010,-1812
4.2905,6.7332,-2787
4.6809,6.4114,-2539
4.6077,1.6098,-1669
4.5353,-0.2804,-1489
4.4629,-1.0364,-1181
4.5005,0.0654,-1568
4.5509,0.5062,-1602
4.5877,0.6825,-1637
4.4053,-2.0555,-306
4.2129,-3.2784,-150
4.0305,-3.6399,-23
4.1781,0.4283,-1466
4.3377,1.7158,-1550
4.4853,2.5706,-1572
4.5229,1.5082,-1645
4.5605,1.0833,-1724
4.6109,0.9133,-1699
4.6477,0.8453,-1694
4.6853,0.8181,-1702
4.7229,0.8073,-1713
4.7605,0.8029,-1726
4.8109,0.8012,-1745
4.8477,0.8005,-1758
4.8753,0.6725,-1736
4.9129,0.7490,-1767
4.8405,-0.6247,-1491
4.8009,-0.6270,-1477
4.8477,0.3596,-1684
5.3253,6.2409,-2419
5.8029,8.5934,-3007
6.1705,8.1301,-2978
5.8909,0.5892,-2033
5.5977,-3.5887,-726
5.2953,-5.2959,0
5.3329,-1.6384,-732
5.4805,1.2289,-2048
5.6409,2.0192,-1950
5.7877,2.7225,-1996
5.8253,1.5690,-2064
5.9729,2.5118,-2063
5.6805,-2.7280,-750
5.3909,-3.8493,-663
4.9777,-6.9293,1078
5.0153,-2.2917,-557
5.0529,-0.4367,-1606
5.0905,0.3053,-1760
5.1409,0.6021,-1805
5.2877,2.1556,-1842
5.3253,1.3423,-1971
5.4729,2.4212,-1887
5.5105,1.4485,-2004
5.6609,2.0118,-1956
5.6977,1.2847,-2096
5.7353,0.9939,-2122
5.5629,-1.8033,-757
5.3805,-3.0498,-659
5.2109,-2.8352,-604
5.2477,-0.6541,-1614
5.2753,0.0907,-1821
5.3129,0.5163,-1838
5.1205,-2.2497,-594
4.9509,-2.5151,-519
4.6477,-4.9608,141
4.4562,-4.4297,-15
4.1162,-6.1123,943
3.9962,-3.9768,0
3.8762,-2.7336,0
3.7662,-2.5282,0
3.4362,-5.2241,680
3.0962,-6.4300,1173
2.8662,-5.5082,801
2.7562,-3.2509,0
2.7562,-1.3004,-556
2.6462,-1.9244,0
2.5362,-2.1740,0
2.4362,-2.1462,0
2.4362,-0.8585,-1058
2.4462,-0.2130,-1319
2.5362,1.0638,-1400
2.6362,1.7021,-1400
2.6362,0.6808,-1400
2.5362,-0.6800,-1153
2.5362,-0.2720,-1300
2.5362,-0.1088,-1358
2.5362,-0.0435,-1383
2.3262,-2.6983,0
2.2062,-2.2222,0
2.0962,-2.3236,0
1.8862,-3.6103,258
1.6762,-4.1250,590
1.5762,-2.9266,704
1.5762,-1.1706,-17
1.6862,0.9665,-1132
1.6862,0.3866,-1160
1.6862,0.1546,-1160
1.4562,-2.8743,817
1.3562,-2.1021,894
1.2362,-2.4061,968
1.1262,-2.3667,1026
1.0162,-2.3509,1076
1.0162,-0.9404,27
1.0162,-0.3761,-326
0.4762,-7.1939,1400
-0.0638,-9.7712,1428
-0.6038,-10.8021,1664
-0.7138,-5.7251,1832
-0.9338,-4.3853,1562
-1.2538,-5.9280,2054
-1.5738,-6.4563,2367
-1.9038,-6.7953,2795
-2.2338,-6.9309,2948
-2.6638,-6.8676,2900
-3.0938,-8.3557,3043
-3.3238,-6.2785,2445
-3.7338,-7.7454,3040
-4.0338,-6.9280,2954
-4.3338,-5.6283,2055
-4.3338,-2.2513,1528
-4.2438,0.2484,1402
-4.1338,1.5036,141
-3.9438,3.0270,0
-3.7338,3.2108,0
-3.4238,5.3278,-725
-3.0238,7.2375,-1400
-2.7038,6.9801,-1392
-2.3738,7.0048,-1400
-2.1238,5.1829,-663
-1.7938,6.3775,-1143
-1.5938,5.1042,-716
-1.4838,3.4459,-793
-1.4838,1.3784,-455
-1.4838,0.5513,428
-1.4838,0.2205,737
-1.4838,0.0882,895
-1.3738,1.4395,-703
-1.1538,3.3843,-1012
-0.9338,3.4490,-1109
-0.8238,2.8144,-1151
-0.7038,2.6577,-1192
-0.6038,2.3397,-1220
-0.3838,3.7444,-1289
-0.2738,2.5454,-1316
-0.0638,3.7573,-1381
0.0462,2.9072,-1400
0.1562,2.5671,-1400
0.2662,2.4311,-1400
0.3662,1.9248,-1400
0.4762,2.2047,-1400
0.5762,2.1585,-1400
0.6862,2.2676,-1400
0.7962,2.3113,-1400
0.9062,1.9721,-1400
0.9062,0.7889,-672
0.9062,0.3155,-634
0.8062,-1.1504,264
0.8062,-0.4602,-154
0.8062,-0.1841,-380
0.8062,-0.0736,-492
1.1262,4.0557,-1428
1.4562,5.8350,-2163
1.7762,6.4191,-2509
1.7762,2.5676,-1400
1.8862,2.4618,-1400
2.0062,2.5167,-1400
2.1162,2.4109,-1400
2.1162,0.9644,-1400
1.8962,-1.7095,238
1.6762,-3.5534,590
1.6662,-1.5490,602
1.8862,2.1889,-1400
2.0962,3.5564,-1400
2.0962,1.4226,-1400
2.0862,0.4386,-1400
2.0862,0.1754,-1400
1.9762,-1.3341,-418
2.2062,2.4025,-1400
2.2062,0.9610,-1400
2.3162,1.8192,-1400
2.0962,-2.0808,0
2.0962,-0.8323,-1074
2.0962,-0.3329,-1265
2.0962,-0.1332,-1344
2.0962,-0.0533,-1377
2.0962,-0.0213,-1391
1.8486,-3.1694,329
1.8110,-1.7477,394
1.7606,-1.1791,-253
1.9338,1.7875,-1400
1.7862,-1.1693,-310
1.9686,1.8608,-1400
2.1410,2.9452,-1400
2.4306,3.9362,-1400
2.3938,1.0945,-1400
2.3562,-0.0422,-1383
2.3186,-0.4969,-1217
2.2810,-0.6788,-1154
2.2206,-0.8467,-1065
2.1838,-0.8187,-1082
2.1462,-0.8075,-1088
2.1186,-0.6753,-1150
1.9710,-2.1544,73
1.7106,-3.3418,545
1.3538,-5.9906,959
1.0862,-5.8124,994
0.9386,-4.2092,1108
0.9010,-2.1637,1122
0.8606,-1.2502,405
1.1538,3.3243,-1400
1.4362,4.9348,-1853
1.7186,5.5790,-2030
2.0210,6.0920,-2321
2.3106,5.1949,-1852
2.6038,5.9023,-2206
2.5762,2.0086,-1400
2.1986,-4.0170,16
1.8210,-6.4272,1163
1.4306,-6.2890,1071
1.3938,-2.9956,867
1.3562,-1.6782,894
1.3186,-1.1513,170
1.2810,-0.9405,-85
1.3306,0.0962,-908
1.4038,0.9933,-948
1.4762,1.3216,-1193
1.3386,-1.2280,286
1.1910,-2.3754,993
1.0306,-2.4778,1069
0.9938,-1.4711,964
1.0662,0.3358,-733
1.1386,1.0586,-922
1.2010,1.2200,-1087
1.3906,2.2937,-1400
1.5838,3.4375,-1400
1.7862,3.9588,-1400
1.7486,1.1035,-1158
1.7110,-0.0386,-1121
1.4206,-2.7811,846
1.1538,-4.5925,1012
0.8762,-5.3808,1101
0.8386,-2.6323,1145
1.0409,1.5302,-1400
1.2809,2.8978,-1400
1.5109,4.1591,-1487
1.5109,1.6636,-1400
1.5009,0.5378,-1026
1.5009,0.2151,-1026
1.5109,0.1813,-1033
1.7409,3.0725,-1400
1.9609,4.0375,-1418
2.1809,4.4235,-1575
2.1809,1.7694,-1400
2.2909,1.7554,-1400
2.5209,3.7022,-1400
2.7409,4.2894,-1508
2.8509,3.1200,-1400
2.9709,2.7799,-1400
3.2009,3.3024,-1400
3.4309,4.3210,-1514
3.4309,1.7284,-1400
3.3209,-0.7129,-1138
3.3209,-0.2852,-1305
3.6509,3.0288,-1400
3.9809,5.5159,-1999
4.2109,5.1425,-1829
4.2109,2.0570,-1486
4.2109,0.8228,-1501
4.2109,0.3291,-1475
3.7609,-5.7379,896
3.4209,-6.6356,1254
3.0909,-6.8670,1347
3.2009,-1.3425,-466
3.2009,-0.5370,-1214
3.2009,-0.2148,-1327
3.4209,2.7226,-1400
3.6409,3.8975,-1400
3.8609,4.3675,-1531
3.8609,1.7470,-1400
3.8609,0.6988,-1400
3.8609,0.2795,-1400
3.8609,0.1118,-1400
3.7609,-1.2319,-679
3.6509,-1.5404,0
3.5409,-2.0509,0
3.6509,0.5839,-1400
3.7609,1.6378,-1400
3.8609,1.9317,-1400
3.8709,0.8679,-1400
3.8809,0.4776,-1400
3.8809,0.1910,-1400
3.8809,0.0764,-1400
3.7709,-1.3737,-393
3.5409,-2.7400,0
3.3209,-3.9655,0
3.3209,-1.5862,0
3.4309,0.7698,-1400
3.5409,1.7122,-1400
3.5409,0.6849,-1400
3.5409,0.2739,-1400
3.5409,0.1096,-1400
3.5409,0.0438,-1400
3.5409,0.0175,-1400
3.5309,-0.0882,-1370
3.3009,-3.0353,0
3.0809,-4.0226,18
2.8509,-4.5452,357
2.8509,-1.8181,0
2.7409,-1.7749,0
2.6309,-2.1447,0
2.5209,-2.2621,0
2.4109,-2.3091,0
2.3009,-2.3279,0
2.1809,-2.0740,0
2.0809,-2.1340,0
1.9709,-2.2578,73
1.8609,-2.3074,306
1.9709,0.4813,-1377
2.0709,1.1449,-1400
2.1709,1.7623,-1400
2.1709,0.7049,-1400
2.1709,0.2820,-1400
2.0609,-1.2915,-573
1.8409,-2.6118,343
1.5009,-5.4795,835
1.2809,-5.0003,943
1.1709,-3.4044,1003
1.0509,-2.8937,1061
0.8209,-3.3479,1152
0.4909,-5.6435,1195
0.2709,-5.0659,1305
0.1709,-3.3030,1350
0.0509,-2.8531,1385
-0.0591,-2.1889,1400
-0.2691,-3.6147,1400
-0.2691,-1.4459,1337
-0.2691,-0.5783,502
-0.1691,1.0453,-708
-0.3791,-1.5819,1400
-0.3791,-0.6328,545
-0.4891,-1.6574,1400
-0.4891,-0.6629,569
-0.5991,-1.6694,1400
-0.5991,-0.6678,572
-0.7091,-1.7019,1400
-0.9291,-3.4893,1400
-0.9191,-1.2680,1138
-0.8191,0.7694,-30
-0.7091,1.3554,-688
-0.7091,0.5421,48
-0.5991,1.6211,-1182
-0.5991,0.6484,-79
-0.6091,0.1317,316
-0.3891,2.1479,-1274
-0.0491,5.2940,-1381
0.1709,4.9261,-1487
0.2809,3.3747,-1400
0.3809,2.6265,-1400
0.5909,3.0506,-1400
0.8209,4.2202,-1490
1.1609,6.0285,-1993
1.3909,5.3476,-2010
1.6209,5.0752,-1872
1.8409,4.1253,-1460
2.0709,4.6501,-1667
2.2909,4.6686,-1659
2.5209,4.8036,-1692
2.8509,6.1342,-2348
3.0809,4.6442,-1632
3.4209,6.2924,-2454
3.6509,5.4531,-1968
4.0009,6.6493,-2720
4.1109,4.0640,-1439
4.2209,2.6732,-1479
4.3309,2.5041,-1521
4.4409,2.4059,-1561
4.7709,5.1751,-1843
5.0009,5.0062,-1773
5.2209,4.0977,-1803
5.2209,1.6391,-1883
4.8809,-3.6848,-483
4.5409,-5.8143,525
4.2109,-6.5385,1024
4.2109,-2.6154,-158
4.2109,-1.0462,-1039
4.3209,0.9858,-1583
4.4785,2.4062,-1574
4.6261,2.8467,-1611
4.5665,0.5711,-1614
4.4933,-0.7264,-1334
4.4109,-1.3425,-820
4.3385,-1.4612,-450
4.2661,-1.5088,-258
4.2065,-1.1711,-911
4.2333,-0.1189,-1440
4.2709,0.4324,-1500
4.3185,0.7806,-1544
4.3561,0.7923,-1562
4.4065,0.7969,-1584
4.4433,0.7988,-1600
4.4809,0.7995,-1616
4.6285,2.2041,-1634
4.7761,2.7659,-1659
4.9365,2.6340,-1712
4.9733,1.5336,-1816
4.9009,-0.3108,-1594
4.8285,-1.0486,-1351
4.6461,-2.7479,-390
4.5865,-1.6668,-448
4.5033,-1.7519,-391
4.5409,-0.2208,-1508
4.5785,0.3917,-1602
4.6161,0.6367,-1640
4.4365,-1.4558,-528
4.2433,-3.1023,-171
4.0509,-3.6971,-39
4.0885,-0.9988,-1008
4.1261,0.0805,-1443
4.1865,0.6074,-1476
4.0033,-2.1466,-3
3.8109,-3.3148,0
3.7385,-2.2502,0
3.7761,-0.4201,-1258
3.7065,-0.8309,-1075
3.2933,-5.7219,890
3.0009,-6.0215,1011
2.8085,-4.8648,519
2.9561,-0.0617,-1378
3.1265,1.5982,-1400
3.2733,2.5541,-1400
3.3109,1.5016,-1400
3.1185,-1.8555,0
2.9261,-3.1984,0
2.7340,-3.1090,0
2.7340,-1.2436,-660
2.7340,-0.4974,-1230
2.7340,-0.1990,-1328
2.7340,-0.0796,-1370
2.7240,-0.1271,-1353
2.7240,-0.0508,-1381
2.7240,-0.0203,-1392
2.7240,-0.0081,-1397
2.7240,-0.0033,-1399
2.7240,-0.0013,-1400
2.7240,-0.0005,-1400
2.6140,-1.4045,-312
2.5040,-1.9660,0
2.4040,-2.0630,0
2.4040,-0.8252,-1078
2.1840,-3.1996,0
1.9640,-4.0884,90
1.7340,-4.5715,512
1.7340,-1.8286,512
1.7340,-0.7314,-590
1.6340,-1.5969,641
1.5240,-2.0430,756
1.4240,-2.0938,843
1.2040,-3.6460,986
0.8840,-4.5060,1128
0.6640,-4.6720,1204
0.5540,-3.2730,1239
0.4440,-2.7135,1272
0.2240,-3.8939,1335
0.1240,-2.5099,1361
0.0140,-2.4388,1395
-0.0960,-2.3798,1400
-0.2060,-2.3562,1400
-0.2060,-0.9425,807
-0.2060,-0.3770,345
-0.4160,-2.8899,1400
-0.6260,-3.8368,1400
-0.8460,-4.3432,1539
-0.8460,-1.7373,1400
-0.8460,-0.6949,616
-0.6260,2.5916,-1217
-0.3060,5.1217,-1292
0.0140,6.1338,-1409
0.1240,3.8578,-1400
0.1240,1.5431,-1400
0.1340,0.7477,-637
0.2440,1.7033,-1400
0.3440,1.9579,-1400
0.4540,2.1874,-1400
0.6740,2.9702,-1400
0.8940,4.0576,-1425
1.1040,4.3039,-1544
1.1040,1.7216,-1400
1.3140,3.3695,-1400
1.3140,1.3478,-1211
1.2140,-0.7652,-153
0.9940,-3.1146,1085
1.1040,0.1584,-756
1.3140,2.7442,-1400
1.4240,2.1453,-1400
1.4240,0.8581,-972
1.4240,0.3432,-972
1.2140,-2.5436,981
1.0040,-3.6983,1081
1.0040,-1.4793,987
1.3240,3.5822,-1400
1.6440,5.5180,-2009
1.7440,3.4838,-1400
1.7440,1.3935,-1277
1.7440,0.5574,-1203
1.6440,-1.0814,-218
1.1040,-7.3262,1400
0.5640,-9.8241,1400
0.1340,-9.4190,1400
0.1340,-3.7676,1361
0.3440,1.2321,-1100
0.8840,7.3865,-1807
1.4240,9.8482,-2206
1.7440,8.0244,-2584
1.8540,4.2574,-1520
1.9640,3.1377,-1400
1.8540,-0.1492,-1067
1.6440,-2.7405,629
1.4140,-4.0324,851
1.4140,-1.6130,851
1.2040,-3.3843,986
1.2040,-1.3537,604
0.9840,-3.3500,1089
0.8840,-2.6166,1128
0.3440,-6.1895,1262
0.2440,-3.7801,1329
0.2440,-1.5121,1299
0.4640,2.2037,-1400
0.7840,4.9666,-1757
1.1140,5.1295,-1867
1.3340,4.9214,-1868
1.2240,0.5643,-835
1.1140,-1.1785,232
1.1140,-0.4714,-302
1.1140,-0.1886,-550
1.4340,4.0985,-1457
1.7540,5.7245,-2105
1.5340,-0.5187,-481
0.6640,-11.3139,1400
0.1240,-9.6684,1400
0.1240,-3.8674,1364
0.5540,3.9424,-1400
0.9840,7.0663,-1866
1.4240,8.4436,-2206
1.4240,3.3774,-1400
1.1040,-2.8229,1036
1.1040,-1.1292,140
1.2140,0.9526,-852
1.4240,3.0619,-1400
1.3240,0.2724,-903
1.3240,0.1089,-903
1.2140,-1.3607,619
1.1040,-1.9485,1036
1.1040,-0.7794,-96
1.0940,-0.4070,-342
1.0940,-0.1628,-565
1.0940,-0.0651,-672
1.0940,-0.0260,-718
0.9840,-1.4147,800
0.8840,-1.5183,1087
0.7740,-2.0421,1162
0.7740,-0.8168,81
0.7740,-0.3267,-238
1.0940,3.9544,-1400
1.4240,4.7246,-1769
1.7440,6.0638,-2304
1.7440,2.4255,-1400
1.5240,-1.8383,756
1.3040,-3.5438,929
1.0840,-3.5128,1046
1.0840,-1.4051,754
1.1040,-0.3067,-432
1.1240,0.1326,-769
1.1240,0.0531,-769
1.2140,0.8784,-828
1.3140,1.6557,-1400
1.4240,2.0665,-1400
1.5340,2.2309,-1400
1.6440,2.2966,-1400
1.7440,1.8710,-1400
1.7440,0.7484,-1203
1.7440,0.2994,-1203
1.7440,0.1197,-1203
1.7440,0.0479,-1203
1.8540,1.0668,-1247
1.9640,1.8615,-1400
2.0740,2.1489,-1400
2.0364,0.3795,-1400
1.9988,-0.3282,-1260
2.0584,0.4363,-1400
2.2416,2.5641,-1400
2.4240,3.3542,-1400
2.6164,3.7978,-1400
2.6988,2.5710,-1400
2.6484,0.5484,-1400
2.4916,-1.8258,0
2.4540,-1.2103,-713
2.4064,-1.0918,-869
2.1488,-3.7252,0
1.8784,-4.0653,273
1.7316,-3.5409,516
1.8040,-0.4921,-766
1.7664,-0.6768,-657
1.7288,-0.7507,-578
1.7784,0.1721,-1229
1.8516,1.0236,-1249
1.9040,1.0784,-1297
1.7664,-1.3252,1
1.5288,-3.5633,752
1.2584,-4.0006,956
1.1216,-3.3846,1028
0.9740,-3.2381,1093
0.8264,-3.1795,1150
0.6888,-3.0284,1197
0.6384,-1.6914,1176
0.6016,-1.1565,407
0.5640,-0.9426,286
0.5264,-0.8570,257
0.4888,-0.8228,261
0.3284,-1.8567,1283
0.1716,-2.7879,1348
0.1340,-1.5952,1345
0.1064,-0.9904,727
0.0688,-0.8762,668
-0.0816,-1.7828,1400
-0.0184,0.1112,-98
0.0440,0.8411,-715
0.2164,2.5373,-1400
0.3888,3.2158,-1400
0.5584,2.9015,-1400
0.5216,0.6806,-583
0.3840,-1.4843,1186
0.2564,-2.2227,1316
0.2088,-1.4967,1299
0.1584,-1.0787,750
0.1016,-1.1723,904
0.0640,-0.9489,737
0.0164,-0.9872,830
0.0988,0.6570,-564
0.1684,0.9257,-791
0.3616,2.8903,-1400
0.5340,3.3570,-1400
0.7164,3.6713,-1400
0.7988,2.5204,-1400
0.9884,2.8139,-1400
1.4016,6.5151,-2184
1.8140,7.8707,-2685
2.0064,5.6045,-2043
1.9688,1.7618,-1400
2.1284,2.2247,-1400
2.3216,3.4099,-1400
2.4940,3.5648,-1400
2.4664,1.0736,-1400
2.4288,-0.0506,-1380
2.3884,-0.4050,-1250
2.2416,-2.0768,0
2.0940,-2.7150,0
1.9364,-3.0979,153
1.8988,-1.7192,233
1.8384,-1.2629,-249
1.8016,-0.9852,-560
1.9940,2.0621,-1400
2.2964,4.6853,-1665
2.7088,7.1388,-3024
2.8784,4.4708,-1568
2.9616,2.8735,-1400
2.9240,0.6694,-1400
2.9964,1.1920,-1400
3.0788,1.5287,-1400
3.1384,1.1791,-1400
3.1016,-0.0084,-1397
3.0775,-0.3106,-1295
3.1875,1.2800,-1400
3.2975,1.9163,-1400
3.4075,1.8141,-1400
3.4175,0.8561,-1400
3.4175,0.3424,-1400
3.4175,0.1370,-1400
3.5275,1.4590,-1400
3.6375,1.6312,-1400
3.7475,2.0873,-1400
3.7475,0.8349,-1400
3.7475,0.3340,-1400
3.7575,0.2612,-1400
3.7575,0.1045,-1400
3.7675,0.1722,-1400
3.7675,0.0689,-1400
3.7675,0.0276,-1400
3.7675,0.0110,-1400
3.7675,0.0044,-1400
3.6475,-1.5635,0
3.5375,-2.0296,0
3.3075,-3.7480,0
3.0875,-4.3077,217
2.9675,-2.8659,0
2.9675,-1.1464,-803
2.9675,-0.4586,-1244
2.8475,-1.7153,0
2.7375,-2.0904,0
2.7375,-0.8362,-1072
2.7375,-0.3345,-1283
2.7375,-0.1338,-1351
2.7375,-0.0535,-1380
2.3975,-4.3618,276
2.0575,-4.9828,601
1.7275,-6.2975,1110
1.7275,-2.5190,522
1.7275,-1.0076,-420
1.8275,0.8736,-1258
1.9375,1.3970,-1344
1.8275,-0.8760,-699
1.6075,-3.1589,671
1.3875,-4.0721,871
1.3875,-1.6288,871
1.5075,0.4913,-1031
1.6175,1.6313,-1400
1.7275,2.0568,-1400
1.7275,0.8227,-1190
1.7275,0.3291,-1190
1.7275,0.1316,-1190
1.7275,0.0527,-1190
1.7275,0.0211,-1190
1.7275,0.0084,-1190
1.7275,0.0034,-1190
1.7275,0.0013,-1190
1.7275,0.0005,-1190
1.4975,-2.9360,781
1.2775,-3.9829,945
0.9375,-5.9336,1050
0.8275,-3.4211,1149
0.7075,-2.9336,1190
0.4875,-3.9820,1259
0.1475,-5.9332,1333
-0.1925,-6.7137,1502
-0.3025,-3.7331,1400
-0.3025,-1.4932,1392
-0.3025,-0.5973,517
-0.3025,-0.2389,252
-0.1925,1.3087,-925
-0.1925,0.5235,-281
-0.0825,1.6442,-1367
0.1475,3.5938,-1400
0.4875,5.7780,-1718
0.7075,5.1197,-1744
0.7075,2.0479,-1400
0.7175,0.9496,-813
0.8275,1.7841,-1400
0.9475,2.2456,-1400
1.2775,5.1110,-1917
1.4975,4.1396,-1478
1.7275,4.6559,-1700
1.6175,0.4581,-1110
